to turn on (a radio etc.) (separable verb)|anmachen
the reception desk; registration (starts with A-)|die Anmeldung
the hypothetical statement or question; supposition|die Annahme(n) 
to accept; to suppose (starts with a-) (separable verb)|annehmen
the parka (coat)|der Anorak(s)
adaptable|anpassungsfähig
to try on (separable verb)|anprobieren
the address (to a crowd)|die Anrede(n)
the form of address|die Anredeform(en)
to address (starts with "anr-") (separable verb)|anreden
to do (damage) (starts with a-) (separable verb)|anrichten
the (phone) call|der Anruf(e)
the answering machine|der Anrufbeantworter(-)
to call, phone (separable verb)|anrufen
to announce (starts with a-) (separable verb)|ansagen
to look at; to watch (starts with "ansc") (reflexive) (separable verb)|sich anschauen
to post (starts with a-) (separable verb)|anschlagen
afterwards (starts with a-)|anschließend
the connection (starts with a-)|der Anschluss(¨e)
the address (place of residence) (starts with "An-")|die Anschrift(en)
to look at; to watch (starts with "anse") (reflexive) (separable verb)|sich ansehen
the opinion; attitude; view (starts with A-)|die Ansicht(en)
the postcard (with a picture)|die Ansichtskarte(n)
otherwise (starts with a-)|ansonsten
to address, speak to (starts with "ans-") (separable verb)|ansprechen
instead of (+ case)|(an)statt (+ gen.)
strenuous, stressful|anstrengend
the share, proportion (starts with A-)|der Anteil(e)
the antique mall|der Antikmarkt(¨e)
the antique|die Antiquität(en)
the application (starts with "Ant-")|der Antrag(¨e)
the answer|die Antwort(en)
to answer|antworten
to increase (starts with "anw-") (separable verb)|anwachsen
the law firm|die Anwaltsfirma(-firmen)
the number, amount (starts with A-)|die Anzahl
the advertisement (starts with A-)|die Anzeige(n)
the scoreboard|die Anzeigetafel(n)
to put on (clothing), get dressed (reflexive) (separable verb)|sich anziehen
the men's suit (starts with A-)|der Anzug(¨e)
to light (starts with a-) (separable verb)|anzünden
the apple|der Apfel(¨)
the apple juice with sparkling water|die Apfelschorle
the apple strudel|der Apfelstrudel(-)
the pharmacy|die Apotheke(n)
the pharmacist (job title) (male)|der Apotheker(-)
the pharmacist (job title) (female)|die Apothekerin(nen)
to appeal|appellieren
the appetite|der Appetit
Enjoy your meal!|Guten Appetit!
tha apricot|die Aprikose(n)
April|April
in April|im April
the equator|der Äquator
the equivalent|das Äquivalent
the Arab (male)|der Araber(-)
the Arab (female)|die Araberin(nen)
Arabic|arabisch
the work; term (of work); paper (at uni)|die Arbeit(en)
at work|bei der Arbeit
Labor Day|Tag der Arbeit
to work|arbeiten
the (blue-collar) worker (male)|der Arbeiter(-)
the (blue-collar) worker (female)|die Arbeiterin(nen)
the foreman|der Vorarbeiter(-)
the forewoman|die Vorarbeiterin(nen)
the employer (starts with A-) (male)|der Arbeitgeber(-)
the employer (starts with A-) (female)|die Arbeitgeberin(nen)
the eomployee (starts with A-) (male)|der Arbeitnehmer(-)
the eomployee (starts with A-) (female)|die Arbeitnehmerin(nen)
hardworking|arbeitsam
extremely hardworking|arbeitsam wie ein Pferd
the workbook|das Arbeitsbuch(¨er)
the work permit|die Arbeitserlaubnis(se)
the work climate|das Arbeitsklima
the worker|die Arbeitskraft(¨e)
the output; performance (starts with A-)|die Arbeitsleistung(en)
unemployed|arbeitslos
the unemployed person (noun with definite article doesn't change based on gender)|der Arbeitslose(n)
an unemployed person (male)|ein Arbeitsloser
an unemployed person (female)|eine Arbeitslose
the unemployment|die Arbeitslosigkeit
the job market|der Arbeitsmarkt(¨e)
the job; place of employment|der Arbeitsplatz(¨e)
the study (room in a house)|das Arbeitszimmer(-)
archaic|archaisch
the archeology|die Archäologie
the architect (male)|der Architekt(en)
the architect (female)|die Architektin(nen)
architectural(ly)|architektonisch
the architecture|die Architektur
the archive|das Archiv(e)
annoying|ärgerlich
to get annoyed / upset about (reflexive)|sich ärgern über
That makes me angry / mad.|Das ärgert mich.
the arcade|die Arkade(n)
poor|arm
the arm|der Arm(e)
the wristwatch|die Armbanduhr(en)
the army|die Armee(n)
the poverty|die Armut
arrogant|arrogant
the kind, type (of) (something)|die Art (von)
the article (of) (has "von" after the word)|der Artikel(-) (von)
the physician; doctor (male)|der Artzt(¨e)
the physician; doctor (female)|die Ärztin(nen)
the ashes|die Asche
the Aisan|der Asiate(n)
the Aisan|der Asiatin(nen)
to associate|assoziieren
aesthetic|ästhetisch
the assistant (male)|der Assistent(en)
the assistant (female)|die Assistentin(nen)
the astronomy|die Astronomie
the asylum seeker (male)|der Asylant(en)
the asylum seeker (female)|die Asylantin(nen)
the breath|der Atem
to breathe|atmen
the atmosphere|die Atmosphäre
the attraction|die Attraktion(en)
attractive|attraktiv
also, too|auch
the main (university) auditorium|das Audimax
on (top of) (+ case/case); open (starts with a-)|auf
up, open (prefix) (starts with a-)|auf-
to breathe a sigh of relief (separable verb)|aufatmen
to build, put up (separable verb)|aufbauen
to rebuild (separable verb)|wiederaufbauen
to come together (separable verb)|aufeinandertreffen (ist)
the stay, stopover|der Aufenthalt(e)
the stay abroad|der Auslandsaufenthalt(e)
the residence permit|die Aufenthaltserlaubnis(se)
to eat up (separable verb)|aufessen
to consider (to be) (separable verb)|auffassen
the assignment; task (starts with A-)|die Aufgabe(n)
to give up (starts wtih a-) (separable verb)|aufgeben
to rise (sun) (separable verb)|aufgehen
to hold open; to stay (separable verb)|aufhalten
to catch up (separable verb)|aufholen
to stop (doing something)|aufhören (zu + inf.)
the enlightenment|die Aufklärung
the sticker (starts with A-)|der Aufkleber(-)
the edition (starts with A-)|die Auflage(n)
to open (starts with a-)|aufmachen
the acceptance, reception|die Aufnahme
to take (a picture)|aufnehmen
to pay attention (starts with "auf-") (separable verb)|aufpassen
the essay, composition, paper|der Aufsatz(¨ë)
the assorted meats / cheeses, cold cuts|der Aufschnitt
to write down (separable verb)|aufschreiben
to get up (separable verb)|aufstehen
to put up, set up (separable verb)|aufstellen
the sharing|die Aufteilung
to wake up (separable verb)|aufwachen (ist)
to grow up (separable verb)|aufwachsen
the elevator|der Aufzug(¨e)
the eye|das Auge(n)
the moment|der Augenblick(e)
Just a minute!|Einen Augenblick!
the eyebrow|die Augenbraue(n)
August|August
in August|im August
out of, from (a place of origin) (+ case)|aus (+ dat.)
I'm from (a native of) ... (a place of origin)|Ich bin aus ...
to be over|aus sein
out, out of (prefix) (starts with a-)|aus-
to work out (separable verb)|ausarbeiten
to pay out (separable verb)|aus(be)zahlen
to train, educate|ausbilden
the training, education|die Ausbildung
the expression|der Ausdruck(¨e)
to develop apart (reflexive)|sich auseinander entwickeln
the excursion|der Ausflug(¨e)
the excursion into nature|der Ausflug ins Grüne
the export|die Ausfuhr
to fill out (separable verb)|ausfüllen
the exit|der Ausgang(¨e)
to spend (money) (separable verb)|ausgeben
trained (as) (has "als" after the word)|ausgebildet
well-trained|gut ausgebildet
extravagant, unusual|ausgefallen
to go out (separable verb)|ausgehen
excellent (starts with a-)|ausgezeichnet
to help out (separable verb)|aushelfen
the temporary help|die Aushilfskraft(¨e)
to be familiar with (has "mit" after the word) (reflexive)|sich auskennen mit
the foreign country|das Ausland
abroad|im Ausland
the foreigner (male)|der Ausländer(-)
the foreigner (female)|die Ausländerin(nen)
the xenophobia|der Ausländerhass
foreign|ausländisch
the foreign-study program|das Auslandsprogramm(e)
to loan, lend out (separable verb)|ausleihen
to pick out (separable verb)|auslesen
to turn off (separable verb)|ausmachen
the excuse|die Ausrede(n)
to suffice|ausreichen
sufficient; approx. Grade D|ausreichend
to tell (separable verb)|ausrichten
Can I take a message?|Kann ich etwas ausrichten?
the exclamation mark|das Ausrufungszeichen(-)
the statement|die Aussage(n)
to look (like) (+ case) (separable verb)|aussehen (wie + nom.)
besides, except for (+ case) (starts with a-)|außer
outer|äußer-
besides, in addition|außerdem (adv.)
outside (of) (+ case)|außerhalb (+ gen.)
the prospect (for); view (of) (has "auf" after the word)|die Aussicht(en) auf (+ acc.)
the observation deck|die Aussichtsplattform(en)
the emigrant; ethnic immigrant (historically someone who emigrates from an eastern European country to Germany) (male)|der Aussiedler(-)
the emigrant; ethnic immigrant (historically someone who emigrates from an eastern European country to Germany) (female)|die Aussiedlerin(nen)
the pronunciation|die Aussprache
to get off (e.g. on a train) (separable verb)|aussteigen
to issue; to exhibit (starts with "aus-") (separable verb)|ausstellen
the exhibition, show (starts with "Aus-")|die Ausstellung(en)
to become extinct (separable verb)|aussterben
the exhaust|der Ausstoß(¨e)
the exchange|der Austausch
the exchange program|das Austauschprogramm(e)
to exchange (separable verb)|austauschen
sold out|ausverkauft
the choice, selection (of) (starts with A-) (+ case)|die Auswahl (an) (+ dat.)
the ID, identification|der Ausweis(e)
by heart (starts with a-)|auswendig
to evaluate, assess (starts with "au-") (separable verb)|auswerten
to affect (+ case) (separable verb) (reflexive)|sich auswirken auf (+ acc.)
to pay out (separable verb)|auszahlen
the time-out|die Auszeit(en)
to get undressed (separable verb) (reflexive)|(sich) ausziehen
the trainee (starts with A-) (gender neutral)|der/die Auszubildende(n)
the trainee (coll.) (starts with A-)|der/die Azubi(s)
the trainee (starts with A-) (male)|der Auszubildender
the trainee (starts with A-) (female)|die Auszubildende(n)
authentic|authentisch
the car|das Auto(s)
the motorway, freeway|die Autobahn(en)
the motorway intersection|das Autobahnkreuz(e)
free of cars; no cars (permitted)|autofrei
the machine (starts with A-)|der Automat-(en)
automated|automatisiert
the car industry|die Automobilbranche
the author|der Autor(en)
believing in authority|autoritätsgläubig
the cheek|die Backe(n)
to bake|backen (bäckt), buk (backte), gebacken
the baker|der Bäcker(-)
the bakery|die Bäckerei(en)
the bath, bathroom|das Bad(¨er)
the swimsuit|der Badeanzug(¨e)
the swimming trunks|die Badehose(n)
to bathe, swim|baden
to take a bath (reflexive)|sich baden
the bathtub|die Badewanne(n)
the bathroom|das Badezimmer(-)
the railway, train (starts with B-)|die Bahn(en)
the railroad crossing|der Bahnübergang(¨e)
to clear / prepare the way|bahnen
the train station (starts with B)|der Bahnhof(¨e)
the platform (starts wih B-)|der Bahnsteig(e)
soon|bald
See you soon!|Bis bald!
as soon as (conj.)|sobald
soon-to-come|baldig
the balcony|der Balkon(s)(e)
the ball|der Ball(¨e)
the ballet|das Ballett
the ballet dancer (male)|der Balletttänzer(-)
the ballet dancer (female)|die Balletttänzerin(nen)
the banana|die Banane(n)
Everything's nuts!|Alles Banane!
worried (starts with b-)|bange
the bank|die Bank(en)
the bench|die Bank(¨e)
the banker|der Bankier(s)
the ban (starts with B-)|der Bann
the bar, pub (starts with B-)|die Bar(s)
the bear|der Bär(en)
You're a grouch.|Du bist ein Brummbär.
barefoot|barfuß
the cash|das Bargeld
the beard|der Bart(¨e)
to do crafts (starts with b-)|basteln
the battry|die Batterie(n)
the build, building construction|der Bau(ten)
the stomach, belly (starts with B-)|der Bauch(¨e)
to build|bauen
to have built|bauen lassen
the farmer|der Bauer(n)
the farm|der Bauernhof(¨e)
the building code|das Baugesetz(e)
the structural engineer|der Bauingenieur(e)
the building lots|das Bauland
the tree|der Baum(¨e)
the cotton|die Baumwolle
the construction site|die Baustelle(n)
the building material|der Baustoff(e)
the Bavarian (male)|der Bayer(n)
the Bavarian (female)|die Bayerin(nen)
Bavaria|Bayern
Bavarian (adj.)|bayerisch
the civil servant (male)|der Beamte(n)
the civil servant (female)|die Beamtin(nen)
to answer (starts with b-)|beantworten
the need (for) (starts with B-)|der Bedarf (für)
to mean, signify (starts with b-)|bedeuten
the meaning; significance, importance|die Bedeutung(en)
to take care of, serve (starts with b-)|bedienen
Help yourself!|Bedient euch!
the server, service|die Bedienung
Waiter! / Waitress!|Bedienung!
on a limited scale|bedingt
threatened|bedroht
to feel threatened (reflexive)|sich bedroht fühlen
to hurry (reflexive)|sich beeilen
to impress|beeindrucken
to influence|beeinflussen
to finish, complete|beenden
the instruction, request, command|der Befehl(e)
to order, command|befehlen (befiehlt), befahl, befohlen
satisfactory; approx. grade C|befriedigend
to fear (starts with b-)|befürchten
to encounter|begegnen (ist)
desired (starts with b-)|begehrt
enthusiastic(ally) (starts with b-)|begeistert
the beginning (starts with B-)|der Beginn
in the beginning (starts with B-)|zu Beginn
to begin|beginnen, begann, begonnen
the accompaniment|die Begleitung
to understand, grasp (starts with b-)|begreifen
limited (starts with b-)|begrenzt
the limit(ation), restriction (starts with B-)|die Begrenzung(en)
to greet, welcome (starts with b-)|begrüßen
the greeting|die Begrüßung(en)
as a greeting|zur Begrüßung
to keep (starts with b-)|behalten
the container|der Behälter(-)
to treat like (has "wie" after the word) (starts with b-)|behandeln (wie)
the treatment|die Behandlung(en)
to dominate, rule (starts with b-)|beherrschen
at (e.g. a company, place), near, at the home of __ (prep.)|bei
This is __'s office / residence.|Hier bei __.
both|beide
beige|beige
to enclose (starts with b-) (separable verb)|beilegen
the leg|das Bein(e)
on the go|auf den Beinen
the example|das Beispiel(e)
for example|zum Beispiel
to contribute (to) (has "zu" after the word) (separable verb)|beitragen (zu)
to combat (starts with b-)|bekämpfen
well-known|bekannt
That seems familiar to me.|Das kommit mir bekannt vor.
the acquaintance|der/die Bekannte(n)
to get, receive (starts with b-)|bekommen
sad (starts with b-)|bekümmert
to burden; pollute|belasten
to sign up for, take (a course)|belegen
Belgian (adj.)|belgisch
popular (starts with b-)|beliebt
the reward (starts with B-)|die Belohnung(en)
to notice (starts with b-)|bemerken
to try (hard) (reflexive)|sich bemühen
to name after (has "nach" after the word)|benennen nach
to use (starts with b-)|benutzen
the petrol|das Benzin
the petrol can, jerry can|der Benzinkanister(-)
the gas guzzler|der Benzinschlucker(-)
to watch, observe (starts with b-)|beobachten
the observation (starts with B-)|die Beobachtung(en)
comfortable, convenient (starts with b-)|bequem
the counselor, adviser, consultant (male)|der Berater(-)
the counselor, adviser, consultant (female)|die Beraterin(nen)
the counseling|die Beratung
to rob (starts with b-)|berauben
the area, field (starts with B-)|der Bereich(e)
the enrichment|die Bereicherung
the mountain|der Berg(e)
downhill|bergab
uphill (has "auf")|bergauf
the mountain train|die Bergbahn(en)
the mining|der Bergbau
uphill (has "hoch")|berghoch
to go mountain climbing|bergsteigen gehen
the report (starts with B-)|der Bericht(e)
to report (starts with b-)|berichten
here: to shower with|berieseln
the profession (starts with B-)|der Beruf(e)
profesional(ly)|beruflich
professionally active|beruflich engagiert
the vocational school|die Berufsschule(n)
working (professionally) (adj.)|berufstätig
somebody working in a profession|der/die Berufstätige(n)
the choice of profession|die Berufswahl
famous|berühmt
to be occupied with (reflexive)|sich beschäftigen mit
the activity; occupation|die Beschäftigung
embarrassing|beschämend
to verify, to document (starts with b-)|bescheinigen
labeled|beschriftet
to accuse|beschuldigen
the complaint (starts wtih B-)|die Beschwerde(n)
to give trouble|Beschwerden machen
to fill, occupy (starts with b-)|besetzen
to visit (an attraction)|besichtigen
the property, prossession (starts with B-)|der Besitz
to own (starts with b-)|besitzen
the owner (male)|der Besitzer(-)
the owner (female)|die Besitzerin(nen)
especially|besonders
nothing special|nichts Besonderes
to discuss, talk about (starts with b-)|besprechen
better|besser
the improvement|die Besserung
Get well soon!|Gute Besserung!
best|best-
it's best|am besten
to confirm|bestätigen
to pass (an exam)|bestehen
to consist of (has "aus" after the word)|bestehen aus
there is (uses "bestehen")|es besteht
to insist on (+ case) (uses "bestehen") (has "auf" after the word)|bestehen auf (+ dat.)
to climb on (starts with b-)|besteigen
to order|bestellen
the order|die Bestellung(en)
surely, for sure (starts with b-)|bestimmt
the visit; visitor(s)|der Besuch(e)
to visit; attend (e.g. a school, a class)|besuchen
the visitor (male)|der Besucher(-)
the visitor (female)|die Besucherin(nen)
to pray|beten
the concrete|der Beton
to stress, emprasise (starts with b-)|betonen
concerning|Betr(eff)
to concern|betreffen
to take part in sports / a hobby (starts with b-)|betreiben
to enter, step on (starts with b-)|betreten
the graduate in business management (male)|der Betriebswirt(e)
the graduate in business management (female)|die Betriebswirtin(nen)
the business administration|die Betriebswirtschaft
the bed|das Bett(en)
to bed|ins Bett
to bend|beugen
to bend over (+ case) (reflexive)|sich beugen über (+ acc.)
the booty, loot|die Beute
the population (starts with B-)|Bevölkerung
before (starts with b-) (conj.)|bevor
to guard, watch over (starts with b-)|bewachen
to overcome, cope with; finish|bewältigen
to move (starts with b-) (reflexive)|sich bewegen
the movement (starts with B-)|die Bewegung(en)
the proof (starts with B-)|der Beweis(e)
the (piece of) evidence|das Beweisstück(e)
to apply (for) (has "um" after the word) (starts with b-)|sich bewerben (um)
the application (for) (has "um" after the word) (+ case)|die Bewerbung(en) (um + acc.)
the job interview|das Bewerbungsgespräch(e)
to rate|bewerten
the evaluation, grading|die Bewertung(en)
the inhabitant; resident (starts with B) (male)|der Bewohner(-)
the inhabitant; resident (starts with B) (female)|die Bewohnerin(nen)
cloudy|bewölkt
conscious(ly)|bewusst
the awareness|das Bewusstsein
to pay (for)|bezahlen
to refer to, relate to (+ case) (has "auf" after the word) (starts with b-) (reflexive)|sich beziehen auf (+ acc.)
the relationship (starts with B-)|die Beziehung(en)
the district (starts with B)|der Bezirk(e)
the Bible|die Bibel(n)
the library|die Bibliothek(en)
the bee|die Biene(n)
the beer|das Bier
the draught beer|das Bier vom Fass
the beer garden|der Biergarten
the stein|der Bierkrug(¨e)
to offer (starts with b-)|bieten, bot, geboten
the bikini|der Bikini(s)
the evaultation|die Bilanz(en)
to make an evaulation (separable verb)|eine Bilanz aufstellen
the picture (starts with B-)|das Bild
to form (starts with b-)|bilden
Make / Form a sentence.|Bilden Sie einen Satz!
the education (starts with B-)|die Bildung
the billiards|das Billard
cheap(ly), inexpensive(ly) (starts with b-)|billig
to bind|binden, band, gebunden
the biochemistry|die Biochemie
the biochemist (male)|der Biochemiker(-)
the biochemist (female)|die Biochemikerin(nen)
biographical data (no article)|Biographisches data
the health-food store|der Bio-laden(¨)
the biologist (male)|der Biologe(n)
the biologist (female)|die Biologin(nen)
the biology|die Biologie
the pear|die Birne(n)
to, until|bis
See you later! So long!|Bis später!
See you soon!|Bis bald!
See you in a few minutes!|Bis gleich!
until now|bisher
previous (starts with b-)|bisherig
some, a little bit of|(ein) bisschen
please|bitte
You're welcome! (2nd word starts with b-)|bitte bitte!
You're welcome! (2nd word starts with s-)|bitte schön!
Here you are.|Hier bitte!
May I help you?|Bitte schön?
Pardon?|Wie bitte?
the request (starts with B-)|die Bitte(n)
to ask (for), request (has "um" after the word)|bitten, bat, gebeten (um)
the leaf; sheet|das Blatt(¨er)
blue|blau
the blazer|der Blazer(-)
the lead (metal)|das Blei
to stay, remain|bleiben, blieb, ist geblieben
the pencil|der Bleistift(e)
the view (of); glance at (has "in / auf" after the word) (+ case)|der Blick (in / auf) (+ acc.)
the focus (starts with B-)|der Blickpunkt(e)
blind|blind
the flash of lightning|der Blitz(e)
to sparkle|blitzen
there's lightning|es blitzt
the quick reaction|die Blitzreaktion(en)
the block|der Block(¨e)
the blockade|die Blockade(n)
the recorder|die Blockflöte(n)
to block (starts with b-)|blockieren
stupid (starts with b-)|blöd
the nonsense (starts with B-)|der Blödsinn
What nonsense! (starts with B-)|So ein Blödsinn!
blond|blond
only (starts with b-)|bloß
what on earth ...?|was bloß ...?
how on earth ...?|wie bloß ...?
to flourish; to bloom, blossom|blühen
flourishing|blühend
the flower|die Blume(n)
the cauliflower|der Blumenkohl
the blouse|die Bluse(n)
the blossom|die Blüte(n)
the ground floor (starts with B-)|der Boden(¨)
the bow; arch|der Bogen(¨)
the bean|die Bohne(n)
the bomber|der Bomber(-)
the sweet|das Bonbon(s)
the bonus|der Bonus(se)
the boat|das Boot(e)
the pedal boat|das Tretboot
to borrow|borgen
the stockmarket|die Börse(n)
the stockbroker (male)|der Börsenmakler(-)
the stockbroker (female)|die Börsenmaklerin(nen)
angry, mad, upset (starts with b-)|böse
the messenger (starts with B-) (male)|der Bote(n)
the messenger (starts with B-) (female)|die Botin(nen)
the boutique|die Boutique(n)
the alcoholic punch|die Bowle(n)
to box|boxen
the branch|die Branche(n)
the Brasilian (male)|der Brasilianer(-)
the Brasilian (female)|die Brasilianerin(nen)
Brasilian (adj.)|brasilianisch
to fry|braten (brät), briet, gebraten
the roast|der Braten(-)
the pork roast|der Schweinebraten
the beef roast|der Rinderbraten
the marinated pork roast|der Sauerbraten
the fried potatoes (pl.)|die Bratkartoffeln
the fried sausage|die Bratwurst(¨e)
the custom (starts with B-)|der Brauch(¨e)
to need|brauchen    
to brew|brauen
the brewery|die Brauerei(en)
brown|braun
tanned|braungebrannt
the bride|die Braut(¨e)
the bridegroom|der Bräutigam(e)
the wedding dress|das Brautkleid(er)
the FRG (Federal Republic of Germany)|die BRD (Bundesrepublik Deutschland)
to break|brechen (bricht), brach, gebrochen
broad, wide (starts with b-)|breit
the board|das Brett(er)
the bulletin board|das Schwarze Brett
the prezel|die Brezel(n)
the letter|der Brief(e)
the letterbox|der Briefkasten(¨)
by letter|brieflich
the stamp|die Briefmarke(n)
the mailman (male)|der Briefträger(-)
the mailman (female)|die Briefträgerin(nen)
the glasses|die Brille(n)
to bring|bringen, brachte, gebracht
to bring with itself / o.s. (reflexive)|mit sich bringen
the broccoli (pl.)|die Brokkoli
the brochure|die Broschüre(n)
the bread|das Brot(e)
the toast|das Toast
the bread with wheat and rye|das Graubrot
the bread with cracked rye and wheat grains|das Vollkornbrot
the bread with linseed|das Leinsamenbrot
the bread with sunflower seeds|das Sonnenblumenkernbrot
the bread roll|das Brötchen(-)
the sandwhich|das belegte Brötchen
the bread crumb|der Brotkrümel(-)
the small piece of bread, cube|der Brotwürfel(-)
the bridge|die Brücke(n)
the brother|der Bruder(¨)
the little brother|das Brüderchen(-)
brotherly|brüderlich
